	inst_id	rna_plate	rna_well	pert_id	pert_iname	pert_type	pert_dose	pert_dose_unit	pert_time	pert_time_unit	cell_id
1145264	KDD007_HA1E_96H_X2_B5_DUO52HI53LO:C23	KDD007_HA1E_96H_X2	C23	TRCN0000034241	TRAF4	trt_sh	-666.0	-666	96	h	HA1E
1146037	KDD007_HT29_96H_X3_B4_DUO52HI53LO:L01	KDD007_HT29_96H_X3	L01	TRCN0000019625	ZNF277	trt_sh	-666.0	-666	96	h	HT29
1149364	KDD008_HA1E_96H_X1_B5_DUO52HI53LO:D02	KDD008_HA1E_96H_X1	D02	TRCN0000000621	ERBB3	trt_sh	-666.0	-666	96	h	HA1E
1149555	KDD008_HA1E_96H_X3_B5_DUO52HI53LO:F14	KDD008_HA1E_96H_X3	F14	TRCN0000038675	MTOR	trt_sh	-666.0	-666	96	h	HA1E
1151539	KDD008_MCF7_96H_X3_B4_DUO52HI53LO:P12	KDD008_MCF7_96H_X3	P12	TRCN0000208001	EMPTY_VECTOR	ctl_untrt	-666.0	-666	96	h	MCF7
1153970	KDD009_A549_96H_X2_B5_DUO52HI53LO:H16	KDD009_A549_96H_X2	H16	TRCN0000010405	RBL1	trt_sh	-666.0	-666	96	h	A549
1154346	KDD009_HA1E_96H_X3_B5_DUO52HI53LO:F09	KDD009_HA1E_96H_X3	F09	TRCN0000040213	IGF1	trt_sh	-666.0	-666	96	h	HA1E
1154359	KDD009_HA1E_96H_X2_B5_DUO52HI53LO:L05	KDD009_HA1E_96H_X2	L05	TRCN0000001600	LCK	trt_sh	-666.0	-666	96	h	HA1E
1154568	KDD009_HA1E_96H_X2_B5_DUO52HI53LO:L10	KDD009_HA1E_96H_X2	L10	TRCN0000000348	PYCRL	trt_sh	-666.0	-666	96	h	HA1E
1155996	KDD009_MCF7_96H_X1_B4_DUO52HI53LO:H12	KDD009_MCF7_96H_X1	H12	TRCN0000040070	BCL2	trt_sh	-666.0	-666	96	h	MCF7
1156203	KDD009_MCF7_96H_X2_B4_DUO52HI53LO:H15	KDD009_MCF7_96H_X2	H15	TRCN0000039790	EXO1	trt_sh	-666.0	-666	96	h	MCF7
1157156	KDD009_PC3_96H_X2_B4_DUO52HI53LO:K06	KDD009_PC3_96H_X2	K06	TRCN0000040041	CCND1	trt_sh	-666.0	-666	96	h	PC3
1158516	KDD010_A549_96H_X3_B5_DUO52HI53LO:D09	KDD010_A549_96H_X3	D09	TRCN0000012990	ZNF175	trt_sh	-666.0	-666	96	h	A549
1158521	KDD010_A549_96H_X3_B5_DUO52HI53LO:C04	KDD010_A549_96H_X3	C04	TRCN0000013023	ZNF195	trt_sh	-666.0	-666	96	h	A549
1159757	KDD010_MCF7_96H_X1_B4_DUO52HI53LO:C14	KDD010_MCF7_96H_X1	C14	TRCN0000196908	PHKG2	trt_sh	-666.0	-666	96	h	MCF7
1159899	KDD010_MCF7_96H_X1_B4_DUO52HI53LO:G13	KDD010_MCF7_96H_X1	G13	TRCN0000040177	SGK1	trt_sh	-666.0	-666	96	h	MCF7
1160726	KDD010_PC3_96H_X1_B4_DUO52HI53LO:A16	KDD010_PC3_96H_X1	A16	TRCN0000010068	PHKG2	trt_sh	-666.0	-666	96	h	PC3
1161264	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:I23	KHW001_XC_6H_X1	I23	BRD-A56001686	BRD-A56001686	trt_cp	10.0	um	6	h	HS27A
1161265	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:J23	KHW001_XC_6H_X1	J23	BRD-A56001686	BRD-A56001686	trt_cp	10.0	um	6	h	HS27A
1161266	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:K23	KHW001_XC_6H_X1	K23	BRD-A56001686	BRD-A56001686	trt_cp	10.0	um	6	h	HS27A
1161267	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:L23	KHW001_XC_6H_X1	L23	BRD-A56001686	BRD-A56001686	trt_cp	10.0	um	6	h	HS27A
1161268	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:M23	KHW001_XC_6H_X1	M23	BRD-A56001686	BRD-A56001686	trt_cp	10.0	um	6	h	HS27A
1161269	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:N23	KHW001_XC_6H_X1	N23	BRD-A56001686	BRD-A56001686	trt_cp	10.0	um	6	h	HS27A
1161270	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:E24	KHW001_XC_6H_X1	E24	BRD-K33240821	plerixafor	trt_cp	10.0	um	6	h	HS27A
1161271	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:F24	KHW001_XC_6H_X1	F24	BRD-K33240821	plerixafor	trt_cp	10.0	um	6	h	HS27A
1161272	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:G24	KHW001_XC_6H_X1	G24	BRD-K33240821	plerixafor	trt_cp	10.0	um	6	h	HS27A
1161273	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:H24	KHW001_XC_6H_X1	H24	BRD-K33240821	plerixafor	trt_cp	10.0	um	6	h	HS27A
1161274	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:I24	KHW001_XC_6H_X1	I24	BRD-K33240821	plerixafor	trt_cp	10.0	um	6	h	HS27A
1161275	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:J24	KHW001_XC_6H_X1	J24	BRD-K33240821	plerixafor	trt_cp	10.0	um	6	h	HS27A
1161276	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:K21	KHW001_XC_6H_X1	K21	BRD-A18929998	cytarabine	trt_cp	10.0	um	6	h	HS27A
1161277	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:L21	KHW001_XC_6H_X1	L21	BRD-A18929998	cytarabine	trt_cp	10.0	um	6	h	HS27A
1161278	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:M21	KHW001_XC_6H_X1	M21	BRD-A18929998	cytarabine	trt_cp	10.0	um	6	h	HS27A
1161279	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:N21	KHW001_XC_6H_X1	N21	BRD-A18929998	cytarabine	trt_cp	10.0	um	6	h	HS27A
1161280	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:O21	KHW001_XC_6H_X1	O21	BRD-A18929998	cytarabine	trt_cp	10.0	um	6	h	HS27A
1161281	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:P21	KHW001_XC_6H_X1	P21	BRD-A18929998	cytarabine	trt_cp	10.0	um	6	h	HS27A
1161282	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:C23	KHW001_XC_6H_X1	C23	DMSO	DMSO	ctl_vehicle	-666.0	um	6	h	HS27A
1161283	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:F23	KHW001_XC_6H_X1	F23	DMSO	DMSO	ctl_vehicle	-666.0	um	6	h	HS27A
1161284	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:H23	KHW001_XC_6H_X1	H23	DMSO	DMSO	ctl_vehicle	-666.0	um	6	h	HS27A
1161285	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:K24	KHW001_XC_6H_X1	K24	DMSO	DMSO	ctl_vehicle	-666.0	um	6	h	HS27A
1161286	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:L24	KHW001_XC_6H_X1	L24	DMSO	DMSO	ctl_vehicle	-666.0	um	6	h	HS27A
1161287	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:M24	KHW001_XC_6H_X1	M24	DMSO	DMSO	ctl_vehicle	-666.0	um	6	h	HS27A
1161288	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:N24	KHW001_XC_6H_X1	N24	DMSO	DMSO	ctl_vehicle	-666.0	um	6	h	HS27A
1161289	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:O24	KHW001_XC_6H_X1	O24	DMSO	DMSO	ctl_vehicle	-666.0	um	6	h	HS27A
1161290	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:P24	KHW001_XC_6H_X1	P24	DMSO	DMSO	ctl_vehicle	-666.0	um	6	h	HS27A
1161291	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:A22	KHW001_XC_6H_X1	A22	BRD-K14482023	K1448	trt_cp	10.0	um	6	h	HS27A
1161292	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:B22	KHW001_XC_6H_X1	B22	BRD-K14482023	K1448	trt_cp	10.0	um	6	h	HS27A
1161293	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:C22	KHW001_XC_6H_X1	C22	BRD-K14482023	K1448	trt_cp	10.0	um	6	h	HS27A
1161294	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:D22	KHW001_XC_6H_X1	D22	BRD-K14482023	K1448	trt_cp	10.0	um	6	h	HS27A
1161295	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:E22	KHW001_XC_6H_X1	E22	BRD-K14482023	K1448	trt_cp	10.0	um	6	h	HS27A
1161296	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:F22	KHW001_XC_6H_X1	F22	BRD-K14482023	K1448	trt_cp	10.0	um	6	h	HS27A
1161297	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:A24	KHW001_XC_6H_X1	A24	BRD-K99440638	K-9944	trt_cp	10.0	um	6	h	HS27A
1161298	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:B24	KHW001_XC_6H_X1	B24	BRD-K99440638	K-9944	trt_cp	10.0	um	6	h	HS27A
1161299	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:C24	KHW001_XC_6H_X1	C24	BRD-K99440638	K-9944	trt_cp	10.0	um	6	h	HS27A
1161300	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:D24	KHW001_XC_6H_X1	D24	BRD-K99440638	K-9944	trt_cp	10.0	um	6	h	HS27A
1161301	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:O23	KHW001_XC_6H_X1	O23	BRD-K99440638	K-9944	trt_cp	10.0	um	6	h	HS27A
1161302	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:P23	KHW001_XC_6H_X1	P23	BRD-K99440638	K-9944	trt_cp	10.0	um	6	h	HS27A
1161303	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:A20	KHW001_XC_6H_X1	A20	BRD-K17777116	BRD-K17777116	trt_cp	10.0	um	6	h	HS27A
1161304	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:B20	KHW001_XC_6H_X1	B20	BRD-K17777116	BRD-K17777116	trt_cp	10.0	um	6	h	HS27A
1161305	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:M19	KHW001_XC_6H_X1	M19	BRD-K17777116	BRD-K17777116	trt_cp	10.0	um	6	h	HS27A
1161306	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:N19	KHW001_XC_6H_X1	N19	BRD-K17777116	BRD-K17777116	trt_cp	10.0	um	6	h	HS27A
1161307	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:O19	KHW001_XC_6H_X1	O19	BRD-K17777116	BRD-K17777116	trt_cp	10.0	um	6	h	HS27A
1161308	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:P19	KHW001_XC_6H_X1	P19	BRD-K17777116	BRD-K17777116	trt_cp	10.0	um	6	h	HS27A
1161309	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:G22	KHW001_XC_6H_X1	G22	BRD-A23723433	paclitaxel	trt_cp	1.0	um	6	h	HS27A
1161310	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:H22	KHW001_XC_6H_X1	H22	BRD-A23723433	paclitaxel	trt_cp	1.0	um	6	h	HS27A
1161311	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:I22	KHW001_XC_6H_X1	I22	BRD-A23723433	paclitaxel	trt_cp	1.0	um	6	h	HS27A
1161312	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:J22	KHW001_XC_6H_X1	J22	BRD-A23723433	paclitaxel	trt_cp	1.0	um	6	h	HS27A
1161313	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:K22	KHW001_XC_6H_X1	K22	BRD-A23723433	paclitaxel	trt_cp	1.0	um	6	h	HS27A
1161314	KHW001_HS27A_6H_X1_F1B3_DUO52HI53LO:L22	KHW001_XC_6H_X1	L22	BRD-A23723433	paclitaxel	trt_cp	1.0	um	6	h	HS27A
1161315	KHW001_SKM1_6H_X1_F1B3_DUO52HI53LO:A06	KHW001_XC_6H_X1	A06	BRD-A56001686	BRD-A56001686	trt_cp	10.0	um	6	h	SKM1
1161327	KHW001_SKM1_6H_X1_F1B3_DUO52HI53LO:B04	KHW001_XC_6H_X1	B04	BRD-A18929998	cytarabine	trt_cp	10.0	um	6	h	SKM1
1161328	KHW001_SKM1_6H_X1_F1B3_DUO52HI53LO:C04	KHW001_XC_6H_X1	C04	BRD-A18929998	cytarabine	trt_cp	10.0	um	6	h	SKM1
1161332	KHW001_SKM1_6H_X1_F1B3_DUO52HI53LO:H05	KHW001_XC_6H_X1	H05	DMSO	DMSO	ctl_vehicle	-666.0	um	6	h	SKM1
1161343	KHW001_SKM1_6H_X1_F1B3_DUO52HI53LO:N03	KHW001_XC_6H_X1	N03	BRD-A37630846	daunorubicin	trt_cp	1.0	um	6	h	SKM1
1161346	KHW001_SKM1_6H_X1_F1B3_DUO52HI53LO:G04	KHW001_XC_6H_X1	G04	BRD-K14482023	K1448	trt_cp	10.0	um	6	h	SKM1
1161351	KHW001_SKM1_6H_X1_F1B3_DUO52HI53LO:D06	KHW001_XC_6H_X1	D06	BRD-K99440638	K-9944	trt_cp	10.0	um	6	h	SKM1
1161358	KHW001_SKM1_6H_X1_F1B3_DUO52HI53LO:E01	KHW001_XC_6H_X1	E01	BRD-K09416995	lovastatin	trt_cp	10.0	um	6	h	SKM1
1161359	KHW001_SKM1_6H_X1_F1B3_DUO52HI53LO:F01	KHW001_XC_6H_X1	F01	BRD-K09416995	lovastatin	trt_cp	10.0	um	6	h	SKM1
1161370	KHW001_SKM1_6H_X1_F1B3_DUO52HI53LO:E03	KHW001_XC_6H_X1	E03	BRD-K02764265	methiazole	trt_cp	10.0	um	6	h	SKM1
1161390	KHW001_SKM1_6H_X1_F1B3_DUO52HI53LO:E05	KHW001_XC_6H_X1	E05	BRD-K81651477	parthenolide	trt_cp	10.0	um	6	h	SKM1
1161391	KHW001_SKM1_6H_X1_F1B3_DUO52HI53LO:F05	KHW001_XC_6H_X1	F05	BRD-K81651477	parthenolide	trt_cp	10.0	um	6	h	SKM1
1161396	KHW001_SKM1_6H_X1_F1B3_DUO52HI53LO:O01	KHW001_XC_6H_X1	O01	BRD-K17777116	BRD-K17777116	trt_cp	10.0	um	6	h	SKM1
1161411	KHW001_U937_6H_X1_F1B3_DUO52HI53LO:F12	KHW001_XC_6H_X1	F12	BRD-K33240821	plerixafor	trt_cp	10.0	um	6	h	U937
1161439	KHW001_U937_6H_X1_F1B3_DUO52HI53LO:C10	KHW001_XC_6H_X1	C10	BRD-K14482023	K1448	trt_cp	10.0	um	6	h	U937
1161452	KHW001_U937_6H_X1_F1B3_DUO52HI53LO:D07	KHW001_XC_6H_X1	D07	BRD-K09416995	lovastatin	trt_cp	10.0	um	6	h	U937
1161479	KHW001_U937_6H_X1_F1B3_DUO52HI53LO:A11	KHW001_XC_6H_X1	A11	BRD-K81651477	parthenolide	trt_cp	10.0	um	6	h	U937
1161526	KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:D08	KMS002_NOMO1_24H_X1	D08	BRD-K03763695	TUL_XIX002	trt_cp	0.04	um	24	h	NOMO1
1161549	KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:K04	KMS002_NOMO1_24H_X2	K04	BRD-K05922103	BG-STK33-03	trt_cp	3.33	um	24	h	NOMO1
1161570	KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:B18	KMS002_NOMO1_24H_X2	B18	BRD-K09085930	TUL_XX087	trt_cp	0.12	um	24	h	NOMO1
1161577	KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:C16	KMS002_NOMO1_24H_X1	C16	BRD-K12683773	methyl-fasudil	trt_cp	1.11	um	24	h	NOMO1
1161584	KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:C14	KMS002_NOMO1_24H_X2	C14	BRD-K12683773	methyl-fasudil	trt_cp	10.0	um	24	h	NOMO1
1161627	KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:N03	KMS002_NOMO1_24H_X1	N03	BRD-K35669573	TUL-XX023	trt_cp	10.0	um	24	h	NOMO1
1161638	KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:N06	KMS002_NOMO1_24H_X2	N06	BRD-K35669573	TUL-XX023	trt_cp	0.37	um	24	h	NOMO1
1161651	KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:F11	KMS002_NOMO1_24H_X1	F11	BRD-K38340366	MW-STK33-1C	trt_cp	0.0	um	24	h	NOMO1
1161667	KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:D20	KMS002_NOMO1_24H_X1	D20	BRD-K46625679	MW-STK33-97	trt_cp	0.01	um	24	h	NOMO1
1161697	KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:I05	KMS002_NOMO1_24H_X1	I05	BRD-K49010888	BRD-K49010888	trt_cp	1.12	um	24	h	NOMO1
1161722	KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:E05	KMS002_NOMO1_24H_X2	E05	BRD-K51556300	BRD-K51556300	trt_cp	1.13	um	24	h	NOMO1
1161734	KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:C08	KMS002_NOMO1_24H_X1	C08	BRD-K58466974	TUL_XXI035	trt_cp	0.04	um	24	h	NOMO1
1161751	KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:J07	KMS002_NOMO1_24H_X1	J07	BRD-K66645150	BG-STK33-55	trt_cp	0.12	um	24	h	NOMO1
1161784	KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:L04	KMS002_NOMO1_24H_X1	L04	BRD-K78930611	MW-STK33-2B	trt_cp	3.33	um	24	h	NOMO1
1161812	KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:B05	KMS002_NOMO1_24H_X2	B05	BRD-K81418486	vorinostat	trt_cp	9.99	um	24	h	NOMO1
1161820	KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:F15	KMS002_NOMO1_24H_X1	F15	BRD-K95985487	BRD-K95985487	trt_cp	3.33	um	24	h	NOMO1
1161851	KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:N19	KMS002_NOMO1_24H_X1	N19	DMSO	DMSO	ctl_vehicle	-666.0	-666	24	h	NOMO1
1161859	KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:O23	KMS002_NOMO1_24H_X1	O23	DMSO	DMSO	ctl_vehicle	-666.0	-666	24	h	NOMO1
1161880	KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:K19	KMS002_NOMO1_24H_X2	K19	DMSO	DMSO	ctl_vehicle	-666.0	-666	24	h	NOMO1
1161890	KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:N20	KMS002_NOMO1_24H_X2	N20	DMSO	DMSO	ctl_vehicle	-666.0	-666	24	h	NOMO1
1161931	KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:L23	KMS002_NOMO1_24H_X3.A2	L23	DMSO	DMSO	ctl_vehicle	-666.0	-666	24	h	NOMO1
1161966	KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:N20	KMS002_NOMO1_24H_X3	N20	DMSO	DMSO	ctl_vehicle	-666.0	-666	24	h	NOMO1
1161986	KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:O18	KMS002_NOMO1_6H_X1	O18	BRD-A75409952	wortmannin	trt_cp	10.0	um	6	h	NOMO1
1161998	KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:O04	KMS002_NOMO1_6H_X1	O04	BRD-K03073752	TUL_XIX003	trt_cp	3.33	um	6	h	NOMO1
1162039	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:D09	KMS002_NOMO1_6H_X2	D09	BRD-K03763695	TUL_XIX002	trt_cp	0.01	um	6	h	NOMO1
1162048	KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:D09	KMS002_NOMO1_6H_X3	D09	BRD-K03763695	TUL_XIX002	trt_cp	0.01	um	6	h	NOMO1
1162051	KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:K03	KMS002_NOMO1_6H_X1	K03	BRD-K05922103	BG-STK33-03	trt_cp	10.0	um	6	h	NOMO1
1162061	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:K04	KMS002_NOMO1_6H_X2	K04	BRD-K05922103	BG-STK33-03	trt_cp	3.33	um	6	h	NOMO1
1162077	KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:K11	KMS002_NOMO1_6H_X3	K11	BRD-K05922103	BG-STK33-03	trt_cp	0.0	um	6	h	NOMO1
1162097	KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:B15	KMS002_NOMO1_6H_X3	B15	BRD-K09085930	TUL_XX087	trt_cp	3.33	um	6	h	NOMO1
1162112	KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:C21	KMS002_NOMO1_6H_X1	C21	BRD-K12683773	methyl-fasudil	trt_cp	0.0	um	6	h	NOMO1
1162181	KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:H07	KMS002_NOMO1_6H_X3	H07	BRD-K23582869	BRD-K23582869	trt_cp	0.12	um	6	h	NOMO1
1162183	KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:H09	KMS002_NOMO1_6H_X3	H09	BRD-K23582869	BRD-K23582869	trt_cp	0.01	um	6	h	NOMO1
1162187	KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:N04	KMS002_NOMO1_6H_X1	N04	BRD-K35669573	TUL-XX023	trt_cp	3.33	um	6	h	NOMO1
1162195	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:N03	KMS002_NOMO1_6H_X2	N03	BRD-K35669573	TUL-XX023	trt_cp	10.0	um	6	h	NOMO1
1162197	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:N05	KMS002_NOMO1_6H_X2	N05	BRD-K35669573	TUL-XX023	trt_cp	1.11	um	6	h	NOMO1
1162203	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:N11	KMS002_NOMO1_6H_X2	N11	BRD-K35669573	TUL-XX023	trt_cp	0.0	um	6	h	NOMO1
1162229	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:F10	KMS002_NOMO1_6H_X2	F10	BRD-K38340366	MW-STK33-1C	trt_cp	0.0	um	6	h	NOMO1
1162237	KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:F09	KMS002_NOMO1_6H_X3	F09	BRD-K38340366	MW-STK33-1C	trt_cp	0.01	um	6	h	NOMO1
1162280	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:G07	KMS002_NOMO1_6H_X2	G07	BRD-K48188942	BG-STK33-59	trt_cp	0.12	um	6	h	NOMO1
1162320	KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:I11	KMS002_NOMO1_6H_X3	I11	BRD-K49010888	BRD-K49010888	trt_cp	0.0	um	6	h	NOMO1
1162329	KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:E11	KMS002_NOMO1_6H_X1	E11	BRD-K51556300	BRD-K51556300	trt_cp	0.0	um	6	h	NOMO1
1162359	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:C05	KMS002_NOMO1_6H_X2	C05	BRD-K58466974	TUL_XXI035	trt_cp	1.11	um	6	h	NOMO1
1162385	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:J04	KMS002_NOMO1_6H_X2	J04	BRD-K66645150	BG-STK33-55	trt_cp	3.33	um	6	h	NOMO1
1162416	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:M08	KMS002_NOMO1_6H_X2	M08	BRD-K69885235	MW-STK33-100	trt_cp	0.04	um	6	h	NOMO1
1162427	KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:M10	KMS002_NOMO1_6H_X3	M10	BRD-K69885235	MW-STK33-100	trt_cp	0.0	um	6	h	NOMO1
1162436	KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:L10	KMS002_NOMO1_6H_X1	L10	BRD-K78930611	MW-STK33-2B	trt_cp	0.0	um	6	h	NOMO1
1162446	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:L11	KMS002_NOMO1_6H_X2	L11	BRD-K78930611	MW-STK33-2B	trt_cp	0.0	um	6	h	NOMO1
1162454	KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:L10	KMS002_NOMO1_6H_X3	L10	BRD-K78930611	MW-STK33-2B	trt_cp	0.0	um	6	h	NOMO1
1162478	KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:B07	KMS002_NOMO1_6H_X3	B07	BRD-K81418486	vorinostat	trt_cp	9.99	um	6	h	NOMO1
1162512	KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:A07	KMS002_NOMO1_6H_X1	A07	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	NOMO1
1162513	KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:A13	KMS002_NOMO1_6H_X1	A13	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	NOMO1
1162538	KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:P09	KMS002_NOMO1_6H_X1	P09	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	NOMO1
1162555	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:J21	KMS002_NOMO1_6H_X2	J21	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	NOMO1
1162565	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:L22	KMS002_NOMO1_6H_X2	L22	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	NOMO1
1162578	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:O24	KMS002_NOMO1_6H_X2	O24	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	NOMO1
1162607	KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:O22	KMS002_NOMO1_6H_X3	O22	DMSO	DMSO	ctl_vehicle	-666.0	-666	6	h	NOMO1
1162626	KMS002_THP1_24H_X3_B5_DUO52HI53LO:O17	KMS002_THP1_24H_X3	O17	BRD-A75409952	wortmannin	trt_cp	10.0	um	24	h	THP1
1162642	KMS002_THP1_24H_X2_B5_DUO52HI53LO:O11	KMS002_THP1_24H_X2	O11	BRD-K03073752	TUL_XIX003	trt_cp	0.0	um	24	h	THP1
1162652	KMS002_THP1_24H_X1_B5_DUO52HI53LO:D05	KMS002_THP1_24H_X1	D05	BRD-K03763695	TUL_XIX002	trt_cp	1.11	um	24	h	THP1
1162664	KMS002_THP1_24H_X2_B5_DUO52HI53LO:D08	KMS002_THP1_24H_X2	D08	BRD-K03763695	TUL_XIX002	trt_cp	0.04	um	24	h	THP1
1162673	KMS002_THP1_24H_X3_B5_DUO52HI53LO:D09	KMS002_THP1_24H_X3	D09	BRD-K03763695	TUL_XIX002	trt_cp	0.01	um	24	h	THP1
1162677	KMS002_THP1_24H_X1_B5_DUO52HI53LO:K04	KMS002_THP1_24H_X1	K04	BRD-K05922103	BG-STK33-03	trt_cp	3.33	um	24	h	THP1
1162696	KMS002_THP1_24H_X3_B5_DUO52HI53LO:K05	KMS002_THP1_24H_X3	K05	BRD-K05922103	BG-STK33-03	trt_cp	1.11	um	24	h	THP1
